--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 1413b34 · 2026-07-24 17:22:14 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"portuguese"
"modifier_disruptor_16_1"		"Glimpse sempre causa <b><font color='#eabe10'>dano máximo</font></b>."

"modifier_disruptor_17_0"		"Glimpse pode ser usado em aliados. <br><br> Ao ser usado em um aliado, Glimpse não causa dano e em vez disso restaura Vida: 150% do dano de Glimpse"
"modifier_disruptor_17_1"		"Glimpse pode ser usado <b><font color='#eabe10'>em aliados</font></b>. <br><br> Ao ser usado em um aliado, Glimpse não causa dano e em vez disso restaura Vida: <b><font color='#eabe10'>150%</font></b> do dano de Glimpse"

"modifier_disruptor_18_0" "Aumenta o dano máximo do Vislumbre: 100/200/300"
"modifier_disruptor_18_1" "Aumenta o dano máximo do Glimpse: <b><font color='#eabe10'>100</font></b>/200/300"
"modifier_disruptor_18_2" "Aumenta o dano máximo do Vislumbre: 100/<b><font color='#eabe10'>200</font></b>/300"
"modifier_disruptor_18_3" "Aumenta o dano máximo do Glimpse: 100/200/<b><font color='#eabe10'>300</font></b>"

"modifier_disruptor_19_0" "Tempestade Estática puxa todos os heróis inimigos que você pode ver com Vislumbre para o ponto de lançamento. <br><br> Raio: 700/1400"
"modifier_disruptor_19_1" "Tempestade Estática puxa todos os heróis inimigos que você pode ver com Vislumbre para o ponto de lançamento. <br><br> Raio: <b><font color='#eabe10'>700</font></b>/1400"
"modifier_disruptor_19_2" "Tempestade Estática puxa todos os heróis inimigos que você pode ver com Vislumbre para o ponto de lançamento. <br><br> Raio: 700/<b><font color='#eabe10'>1400</font></b>"

"modifier_disruptor_20_0"		"Inteligência: 5%/10%/15%"
"modifier_disruptor_20_1"		"Inteligência: <b><font color='#eabe10'>5%</font></b>/10%/15%"
"modifier_disruptor_20_2"		"Inteligência: 5%/<b><font color='#eabe10'>10%</font></b>/15%"
"modifier_disruptor_20_3"		"Inteligência: 5%/10%/<b><font color='#eabe10'>15%</font></b>"

"modifier_disruptor_21_0" "Aumentar o raio da tempestade estática: 300 <br><br> Redução do tempo de recarga da tempestade estática: 30 segundos <br><br> Duração aumentada da tempestade estática: 6 segundos"
"modifier_disruptor_21_1" "Aumenta o raio da tempestade estática: <b><font color='#eabe10'>300</font></b> <br><br> Redução do tempo de Recarga da tempestade estática: <b><font color='#eabe10'>30</font></b> segundos <br><br> Duração aumentada da tempestade estática: <b><font color='#eabe10'>6</font></b> segundos"



		//TALENTS JUGGERNAUT

"modifier_juggernaut_1_0" "Aumenta os acertos para destruir suas sentinelas: 1/2"
"modifier_juggernaut_1_1" "Aumente os acertos para destruir suas sentinelas: <b><font color='#eabe10'>1</font></b>/2"
"modifier_juggernaut_1_2" "Aumente os acertos para destruir suas sentinelas: 1/<b><font color='#eabe10'>2</font></b>"

"modifier_juggernaut_2_0" "<b><font color='#ff0000'>Totem. <br><br> Remove Blade Fury.</font></b> <br><br> Nova Habilidade Ativa: Fire Ward <br><br> Invoca um totem que causa dano mágico aos inimigos próximos e se move com velocidade de 325. Explode ao ser destruído. Dura 25 seg.<br><br> Dano por Segundo: 80 + 40%/60%/80% da Força <br> Dano ao Ser Destruído: 160 + 160%/240%/320% da Força <br> Raio: 400 <br> Golpes para Destruir: 1"
"modifier_juggernaut_2_1" "<b><font color='#ff0000'>Totem. <br><br> Remove Blade Fury.</font></b> <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Fire Ward</font></b> <br><br> Invoca um totem que causa dano mágico aos inimigos próximos e se move com velocidade de 325. Explode ao ser destruído. Dura 25 seg.<br><br> Dano por Segundo: <b><font color='#eabe10'>80</font></b> + <b><font color='#eabe10'>40%</font></b>/60%/80% da Força <br> Dano ao Ser Destruído: <b><font color='#eabe10'>160</font></b> + <b><font color='#eabe10'>160%</font></b>/240%/320% da Força <br> Raio: 400 <br> Golpes para Destruir: 1"
"modifier_juggernaut_2_2" "<b><font color='#ff0000'>Totem. <br><br> Remove Blade Fury.</font></b> <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Fire Ward</font></b> <br><br> Invoca um totem que causa dano mágico aos inimigos próximos e se move com velocidade de 325. Explode ao ser destruído. Dura 25 seg.<br><br> Dano por Segundo: <b><font color='#eabe10'>80</font></b> + 40%/<b><font color='#eabe10'>60%</font></b>/80% da Força <br> Dano ao Ser Destruído: <b><font color='#eabe10'>160</font></b> + 160%/<b><font color='#eabe10'>240%</font></b>/320% da Força <br> Raio: 400 <br> Golpes para Destruir: 1"
"modifier_juggernaut_2_3" "<b><font color='#ff0000'>Totem. <br><br> Remove Blade Fury.</font></b> <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Fire Ward</font></b> <br><br> Invoca um totem que causa dano mágico aos inimigos próximos e se move com velocidade de 325. Explode ao ser destruído. Dura 25 seg.<br><br> Dano por Segundo: <b><font color='#eabe10'>80</font></b> + 40%/60%/<b><font color='#eabe10'>80%</font></b> da Força <br> Dano ao Ser Destruído: <b><font color='#eabe10'>160</font></b> + 160%/240%/<b><font color='#eabe10'>320%</font></b> da Força <br> Raio: 400 <br> Golpes para Destruir: 1"

"modifier_juggernaut_3_0" "Redução de Custo de Mana para Criar Totens: 100% <br><br> Velocidade de Movimento dos Totens é igual à do Herói."
"modifier_juggernaut_3_1" "Redução de Custo de Mana para Criar Totens: <b><font color='#eabe10'>100%</font></b> <br><br> Velocidade de Movimento dos Totens <b><font color='#eabe10'>igual</font></b> à do Herói."

"modifier_juggernaut_4_0"		"<b><font color='#ff0000'>Totem. <br><br> Remove Blade Dance.</font></b> <br><br> Nova Habilidade Ativa: Wind Ward <br><br> Invoca um totem que aumenta a velocidade de ataque dos aliados e reduz a velocidade de ataque dos inimigos. Move-se a 325 de velocidade. Ao ser destruído concede um efeito fortalecido por 2 seg. Dura 25 seg. <br><br> Alteração da Velocidade de Ataque: 40/80 <br> Alteração da Velocidade de Ataque na Destruição: 160/320 <br> Raio: 400 <br> Ataques para Destruir: 1"
"modifier_juggernaut_4_1"		"<b><font color='#ff0000'>Totem. <br><br> Remove Blade Dance.</font></b> <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Wind Ward</font></b> <br><br> Invoca um totem que aumenta a velocidade de ataque dos aliados e reduz a velocidade de ataque dos inimigos. Move-se a 325 de velocidade. Ao ser destruído concede um efeito fortalecido por 2 seg. Dura 25 seg. <br><br> Alteração da Velocidade de Ataque: <b><font color='#eabe10'>40</font></b>/80 <br> Alteração da Velocidade de Ataque na Destruição: <b><font color='#eabe10'>160</font></b>/320 <br> Raio: 400 <br> Ataques para Destruir: 1"
"modifier_juggernaut_4_2"		"<b><font color='#ff0000'>Totem. <br><br> Remove Blade Dance.</font></b> <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Wind Ward</font></b> <br><br> Invoca um totem que aumenta a velocidade de ataque dos aliados e reduz a velocidade de ataque dos inimigos. Move-se a 325 de velocidade. Ao ser destruído concede um efeito fortalecido por 2 seg. Dura 25 seg. <br><br> Alteração da Velocidade de Ataque: 40/<b><font color='#eabe10'>80</font></b> <br> Alteração da Velocidade de Ataque na Destruição: 160/<b><font color='#eabe10'>320</font></b> <br> Raio: 400 <br> Ataques para Destruir: 1"

"modifier_juggernaut_5_0" "Redução do Tempo de Recarga da Proteção de Cura: 30 segundos <br><br> Proteção de Cura na Destruição Cura: 10%/20%/30% da Vida Máxima"
"modifier_juggernaut_5_1" "Redução do tempo de Recarga da proteção de cura: <b><font color='#eabe10'>30</font></b> segundos <br><br> Cura da proteção ao destruir: <b><font color='#eabe10'>10%</font></b>/20%/30% da saúde máxima"
"modifier_juggernaut_5_2" "Redução do tempo de Recarga da proteção de cura: <b><font color='#eabe10'>30</font></b> segundos <br><br> Cura da proteção de cura ao destruir: 10%/<b><font color='#eabe10'>20%</font></b>/30% da saúde máxima"
"modifier_juggernaut_5_3" "Redução do tempo de Recarga da proteção de cura: <b><font color='#eabe10'>30</font></b> segundos <br><br> Cura da proteção de cura ao destruir: 10%/20%/<b><font color='#eabe10'>30%</font></b> da Saúde Máxima"

"modifier_juggernaut_6_0" "<b><font color='#ff0000'>Totem. <br><br> Remove Omnislash.</font></b> <br><br> Nova Habilidade Ativa: Ice Ward <br><br> Invoca um totem que aplica lentidão aos inimigos a cada 5 seg. e se move com velocidade 325. Ao ser destruído, atordoa os inimigos. Dura 25 seg.<br><br> Duração da Lentidão: 0.75/1.5 seg <br> Duração do Atordoamento: 1.5/3 seg <br> Raio: 400 <br> Golpes para Destruir: 1"
"modifier_juggernaut_6_1" "<b><font color='#ff0000'>Totem. <br><br> Remove Omnislash.</font></b> <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Ice Ward</font></b> <br><br> Invoca um totem que aplica lentidão aos inimigos a cada 5 seg. e se move com velocidade 325. Ao ser destruído, atordoa os inimigos. Dura 25 seg.<br><br> Duração da Lentidão: <b><font color='#eabe10'>0.75</font></b>/1.5 seg <br> Duração do Atordoamento: <b><font color='#eabe10'>1.5</font></b>/3 seg <br> Raio: 400 <br> Golpes para Destruir: 1"
"modifier_juggernaut_6_2" "<b><font color='#ff0000'>Totem. <br><br> Remove Omnislash.</font></b> <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Ice Ward</font></b> <br><br> Invoca um totem que aplica lentidão aos inimigos a cada 5 seg. e se move com velocidade 325. Ao ser destruído, atordoa os inimigos. Dura 25 seg.<br><br> Duração da Lentidão: 0.75/<b><font color='#eabe10'>1.5</font></b> seg <br> Duração do Atordoamento: 1.5/<b><font color='#eabe10'>3</font></b> seg <br> Raio: 400 <br> Golpes para Destruir: 1"

"modifier_juggernaut_7_0" "Durante os primeiros 4 segundos após ser invocado, suas proteções ficam invulneráveis. <br><br> Os totens são criados instantaneamente."
"modifier_juggernaut_7_1" "Durante os primeiros <b><font color='#eabe10'>4</font></b> segundos após serem invocados, suas proteções ficam invulneráveis. <br><br> Totens são criados <b> <font color='#eabe10'>instantaneamente</font></b>."

"modifier_juggernaut_8_0" "Dano de clivagem: 10%/20%"
"modifier_juggernaut_8_1" "Dano de clivagem: <b><font color='#eabe10'>10%</font></b>/20%"
"modifier_juggernaut_8_2" "Dano de clivagem: 10%/<b><font color='#eabe10'>20%</font></b>"

"modifier_juggernaut_9_0" "Velocidade de movimento: 10/40 <br><br> Permite percorrer unidades."
"modifier_juggernaut_9_1" "Velocidade de movimento: <b><font color='#eabe10'>10</font></b>/40 <br><br> Permite que você ande <b><font color='#eabe10'>através</font></b> de unidades."
"modifier_juggernaut_9_2" "Velocidade de movimento: 10/<b><font color='#eabe10'>40</font></b> <br><br> Permite que você ande <b><font color='#eabe10'>através</font></b> de unidades."

"modifier_juggernaut_10_0" "Redução do Tempo de Recarga do Omnislash: 15/25/35 segundos"
"modifier_juggernaut_10_1" "Redução do tempo de Recarga do Omnislash: <b><font color='#eabe10'>15</font></b>/25/35 segundos"
"modifier_juggernaut_10_2" "Redução do tempo de Recarga do Omnislash: 15/<b><font color='#eabe10'>25</font></b>/35 segundos"
"modifier_juggernaut_10_3" "Redução do tempo de Recarga do Omnislash: 15/25/<b><font color='#eabe10'>35</font></b> segundos"

"modifier_juggernaut_11_0" "Aumentar a duração do Omnislash: 0,25/0,5 segundos"
"modifier_juggernaut_11_1" "Aumentar a duração do Omnislash: <b><font color='#eabe10'>0,25</font></b>/0,5 segundos"
"modifier_juggernaut_11_2" "Aumentar a duração do Omnislash: 0,25/<b><font color='#eabe10'>0,5</font></b> segundos"

"modifier_juggernaut_12_0" "Aumento do dano crítico da dança da lâmina: 10%/20%/30%"
"modifier_juggernaut_12_1" "Aumento do dano crítico da dança da lâmina: <b><font color='#eabe10'>10%</font></b>/20%/30%"
"modifier_juggernaut_12_2" "Aumento do dano crítico da dança da lâmina: 10%/<b><font color='#eabe10'>20%</font></b>/30%"
"modifier_juggernaut_12_3" "Aumento do dano crítico da dança da lâmina: 10%/20%/<b><font color='#eabe10'>30%</font></b>"

"modifier_juggernaut_13_0" "O herói causa 6% a mais de dano às criaturas que o enfrentam. <br><br> O bônus de dano sempre se aplica às vítimas da habilidade Omnislash."
"modifier_juggernaut_13_1" "O herói causa <b><font color='#eabe10'>6%</font></b> a mais de dano às criaturas que o enfrentam. <br><br> O bônus de dano sempre se aplica às vítimas da habilidade Omnislash."

"modifier_juggernaut_14_0"		"<b><font color='#ff0000'> Remove Blade Fury. </font></b> <br><br> Nova Habilidade Ativa: Swift Slash <br><br> Executa uma versão curta de Omnislash com duração de 1 seg. <br><br> Recarga: 25 seg. <br> Custo de Mana: 150 <br> Alcance: 450"
"modifier_juggernaut_14_1"		"<b><font color='#ff0000'> Remove Blade Fury. </font></b> <br><br> Nova Habilidade Ativa: <b><font color='#eabe10'>Swift Slash</font></b> <br><br> Executa uma versão curta de Omnislash com duração de <b><font color='#eabe10'>1</font></b> seg. <br><br> Recarga: 25 seg. <br> Custo de Mana: 150 <br> Alcance: 450"

"modifier_juggernaut_15_0" "Redução do tempo de recarga da Fúria da Lâmina: 2/4/6 segundos"
"modifier_juggernaut_15_1" "Redução do tempo de recarga da Fúria da Lâmina: <b><font color='#eabe10'>2</font></b>/4/6 segundos"
"modifier_juggernaut_15_2" "Redução do tempo de recarga da Fúria da Lâmina: 2/<b><font color='#eabe10'>4</font></b>/6 segundos"
"modifier_juggernaut_15_3" "Redução do tempo de recarga da Fúria da Lâmina: 2/4/<b><font color='#eabe10'>6</font></b> segundos"

"modifier_juggernaut_16_0" "Blade Fury Aumenta a Velocidade de Movimento: 25/50/75 <br><br> Blade Fury Reduz a Velocidade dos Inimigos: 5%/10%/15%"
"modifier_juggernaut_16_1" "Blade Fury Aumenta a Velocidade de Movimento: <b><font color='#eabe10'>25</font></b>/50/75 <br><br> Blade Fury Reduz a Velocidade dos Inimigos: <b><font color='#eabe10'>5%</font></b>/10%/15%"
"modifier_juggernaut_16_2" "Blade Fury Aumenta a Velocidade de Movimento: 25/<b><font color='#eabe10'>50</font></b>/75 <br><br> Blade Fury Reduz a Velocidade dos Inimigos: 5%/<b><font color='#eabe10'>10%</font></b>/15%"
"modifier_juggernaut_16_3" "Blade Fury Aumenta a Velocidade de Movimento: 25/50/<b><font color='#eabe10'>75</font></b> <br><br> Blade Fury Reduz a Velocidade dos Inimigos: 5%/10%/<b><font color='#eabe10'>15%</font></b>"

"modifier_juggernaut_17_0"		"<b><font color='#ff0000'> Blade Fury não concede Dissipação Forte no final. </font></b> <br><br> O tempo de recarga de Blade Fury termina instantaneamente se você não recebeu dano à vida durante Blade Fury."
"modifier_juggernaut_17_1"		"<b><font color='#ff0000'> Blade Fury não concede Dissipação Forte no final. </font></b> <br><br> O tempo de recarga de Blade Fury termina <b><font color='#eabe10'>instantaneamente</font></b> se você não recebeu dano à vida durante Blade Fury."

"modifier_juggernaut_18_0" "Aumenta o dano da Fúria da Lâmina: 10%/20%/30% do Intelecto"
"modifier_juggernaut_18_1" "Aumenta o dano da Fúria da Lâmina: <b><font color='#eabe10'>10%</font></b>/20%/30% do Intelecto"
"modifier_juggernaut_18_2" "Aumenta o dano da Fúria da Lâmina: 10%/<b><font color='#eabe10'>20%</font></b>/30% do Intelecto"
"modifier_juggernaut_18_3" "Aumenta o dano da Fúria da Lâmina: 10%/20%/<b><font color='#eabe10'>30%</font></b> de Intelecto"

"modifier_juggernaut_19_0"		"Aumento do Raio de Blade Fury: 50/100"
"modifier_juggernaut_19_1"		"Aumento do Raio de Blade Fury: <b><font color='#eabe10'>50</font></b>/100"
"modifier_juggernaut_19_2"		"Aumento do Raio de Blade Fury: 50/<b><font color='#eabe10'>100</font></b>"

"modifier_juggernaut_20_0" "Blade Fury e Omnislash podem ser usados ao mesmo tempo."
"modifier_juggernaut_20_1" "Blade Fury e Omnislash podem ser usados ao <b><font color='#eabe10'>ao mesmo tempo</font></b>."

"modifier_juggernaut_21_0" "Usar Blade Fury concede ao herói um Escudo que absorve todo o dano. <br><br> Força do Escudo: 8% da Mana Máxima <br><br> Enquanto estiver sob Blade Fury, o herói realiza um ataque no alvo mais próximo a cada 1 seg."
"modifier_juggernaut_21_1" "Usar Blade Fury concede ao herói um Escudo que absorve todo o dano. <br><br> Força do Escudo: <b><font color='#eabe10'>8%</font></b> da Mana Máxima <br><br> Enquanto estiver sob Blade Fury, o herói realiza um ataque no alvo mais próximo a cada <b><font color='#eabe10'>1</font></b> seg."


		//TALENTS SPECTRE

"modifier_spectre_1_0" "Força, Agilidade: 4/8/12"
"modifier_spectre_1_1" "Força, Agilidade: <b><font color='#eabe10'>4</font></b>/8/12"
"modifier_spectre_1_2" "Força, Agilidade: 4/<b><font color='#eabe10'>8</font></b>/12"
"modifier_spectre_1_3" "Força, Agilidade: 4/8/<b><font color='#eabe10'>12</font></b>"

"modifier_spectre_2_0"			"Regeneração de Vida e Mana: 3/6"
"modifier_spectre_2_1"			"Regeneração de Vida e Mana: <b><font color='#eabe10'>3</font></b>/6"
"modifier_spectre_2_2"			"Regeneração de Vida e Mana: 3/<b><font color='#eabe10'>6</font></b>"

"modifier_spectre_3_0" "A dispersão pode ser pressionada para provocar inimigos em um raio de 250/500 por 1,75 segundos. <br><br> Tempo de Recarga: 18 segundos"
"modifier_spectre_3_1" "A dispersão pode ser pressionada para provocar inimigos em um raio de <b><font color='#eabe10'>250</font></b>/500 por <b><font color='#eabe10'> 1,75</font></b> segundos. <br><br> Recarga: 18 segundos"
"modifier_spectre_3_2" "A dispersão pode ser pressionada para provocar inimigos em um raio de 250/<b><font color='#eabe10'>500</font></b> por <b><font color='#eabe10'> 1,75</font></b> segundos. <br><br> Recarga: 18 segundos"

"modifier_spectre_4_0" "Aumenta a duração da provocação de dispersão em 1% para cada 1% de saúde perdida."
