--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build b9dc48c · 2026-08-02 17:42:46 UTC
  ~ auto-generated — do not edit
]]


﻿Tokens,Schinese,English,Russian
bless_10145_desc_short,<font color='#83d18a'>{cd_min} - {cd_max}</font> 秒后，在双方泉水生成 <font color='#83d18a'>{count}</font> 次狼王内丹。己方狼王内丹拾取后使冷却时间减少 <font color='#83d18a'>+{pct}%</font> ，敌方狼王内丹只有一半效果。每有一个狼王内丹被拾取，福佑持有者冷却时间减少 <font color='#83d18a'>+{self_pct}%</font> 。,"After <font color='#83d18a'>{cd_min} - {cd_max}</font>s, spawn <font color='#83d18a'>{count}</font> Wolf King Cores at both Fountains. Ally pickups grant <font color='#83d18a'>+{pct}%</font> CDR (enemy: half effect). Each pickup gives the Blessing holder <font color='#83d18a'>+{self_pct}%</font> CDR.",Через <font color='#83d18a'>{cd_min} - {cd_max}</font> сек. на обоих Фонтанах появятся <font color='#83d18a'>{count}</font> Ядер Короля Волков. Союзные дают <font color='#83d18a'>+{pct}%</font> КД (вражеские — 50% эффекта). Каждый сбор дает владельцу Благословения <font color='#83d18a'>+{self_pct}%</font> КД.
bless_10146_desc_short,全局唯一。选择该福佑后，5秒后和敌方杀敌数最多的敌人传送至角斗场，传送后晕眩3秒，随后刷新全部技能和装备冷却时间，血量恢复至满血，双方在角斗场停留20秒或一方阵亡，结束后返回原位，若在角斗场期间击杀敌人或者结束时血量高于对方，获得x%伤害输出shI，否则获得一半。,"Global Unique. Teleport to Arena with top enemy killer. Both stunned 3s, then all CDs reset. Lasts 30s or until death. Winner (or higher HP) gains x% DMG, else gain half.","Уникально. Дуэль на Арене с лучшим убийцей врага. Стан 3 сек, сброс КД всех умений. Длится 30 сек или до смерти. Победитель (или больше ОЗ) получает x% урона, иначе половину."
bless_10147_desc_short,被硬控时，对自身施加强驱散，获得 <font color='#83d18a'>{im_dur}</font> 秒减益免疫状态，魔法抗性 <font color='#83d18a'>+{resist}%</font> ，总攻击力和移动速度 <font color='#83d18a'>+{pct}%</font> <font color='#8e8e8e'>（CD: {cd} 秒）</font> 。,"When controlled: Strong Dispel, gain debuff immunity for <font color='#83d18a'>{im_dur}</font>s (provides <font color='#83d18a'>{resist}%</font> Magic Res), Total ATK & Move Speed <font color='#83d18a'>+{pct}%</font> for <font color='#83d18a'>{dur}</font>s (CD: <font color='#83d18a'>{cd}</font>s).","При контроле: Сильное рассеивание, иммунитет к эффектам на <font color='#83d18a'>{im_dur}</font> сек (дает <font color='#83d18a'>{resist}%</font> маг. сопр.), общая атака и скор. передв. <font color='#83d18a'>+{pct}%</font> на <font color='#83d18a'>{dur}</font> сек (КД: <font color='#83d18a'>{cd}</font> сек)."
bless_10148_desc_short,有 <font color='#83d18a'>{pct}%</font> 几率获得其他两个福佑，否则获得其中一个。,"Randomly obtain one blessing from the options, with a <font color='#83d18a'>{pct}%</font> chance to also obtain the other two.","Случайно получить одно благословение из вариантов, с вероятностью <font color='#83d18a'>{pct}%</font> получить также два других."
bless_10148a_desc_short,有 <font color='#83d18a'>{pct}%</font> 几率获得其他两个福佑，否则获得其中一个。,"Randomly obtain one blessing from the options, with a <font color='#83d18a'>{pct}%</font> chance to also obtain the other two.","Случайно получить одно благословение из вариантов, с вероятностью <font color='#83d18a'>{pct}%</font> получить также два других."
bless_10148b_desc_short,有 <font color='#83d18a'>{pct}%</font> 几率获得其他两个福佑，否则获得其中一个。,"Randomly obtain one blessing from the options, with a <font color='#83d18a'>{pct}%</font> chance to also obtain the other two.","Случайно получить одно благословение из вариантов, с вероятностью <font color='#83d18a'>{pct}%</font> получить также два других."
bless_10149_desc_short,未来的福佑3选1中的选项品质 <font color='#83d18a'>+1</font><font color='#8e8e8e'>（最高橙色）</font>。,Future 3-choice blessing quality <font color='#83d18a'>+1</font>.,Качество будущих благословений (3 на выбор) <font color='#83d18a'>+1</font>.
bless_10150_desc_short,攻击时，有 <font color='#83d18a'>{pct}%</font> 几率触发一个基础技能 <font color='#8e8e8e'>（CD： {cd} 秒）</font> 。,"On attack, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>","При атаке: шанс <font color='#83d18a'>{pct}%</font> активировать базовый навык <font color='#8e8e8e'>(КД: {cd} сек, откл. эффектами разрушения)</font>"
bless_10151_desc_short,攻击时，有 <font color='#83d18a'>{pct}%</font> 几率触发一个基础技能或者终极技能 <font color='#8e8e8e'>（CD： {cd} 秒）</font> 。,"On attack, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic or Ultimate Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>","При атаке: шанс <font color='#83d18a'>{pct}%</font> активировать базовый или ультимативный навык <font color='#8e8e8e'>(КД: {cd} сек, откл. эффектами разрушения)</font>"
bless_10152_desc_short,受击时，有 <font color='#83d18a'>{pct}%</font> 几率触发一个基础技能 <font color='#8e8e8e'>（CD： {cd} 秒）</font> 。,"When hit, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>","При ударе: шанс <font color='#83d18a'>{pct}%</font> активировать базовый навык <font color='#8e8e8e'>(КД: {cd} сек, откл. эффектами разрушения)</font>"
bless_10153_desc_short,受击时，有 <font color='#83d18a'>{pct}%</font> 几率触发一个基础技能或者终极技能 <font color='#8e8e8e'>（CD： {cd} 秒）</font> 。,"When hit, <font color='#83d18a'>{pct}%</font> chance to trigger a Basic or Ultimate Skill <font color='#8e8e8e'>(CD: {cd}s, disabled by Break)</font>","При ударе: шанс <font color='#83d18a'>{pct}%</font> активировать базовый или ультимативный навык <font color='#8e8e8e'>(КД: {cd} сек, откл. эффектами разрушения)</font>"
bless_10154_desc_short,被硬控时，状态抗性 <font color='#83d18a'>+{pct}%</font> ，持续 <font color='#83d18a'>{dur}</font> 秒，最多 <font color='#83d18a'>{max}</font> 层。,"When controlled: <font color='#83d18a'>+{pct}%</font> Status Res for <font color='#83d18a'>{dur}</font>s, max <font color='#83d18a'>{max}</font> stacks.","При контроле: <font color='#83d18a'>+{pct}%</font> стойкости на <font color='#83d18a'>{dur}</font> сек., макс. <font color='#83d18a'>{max}</font> стаков."
bless_10155_desc_short,<font color='#83d18a'>{time}</font> 秒内失去 <font color='#83d18a'>{pct}%</font> 最大生命值时，立刻获得 <font color='#83d18a'>{hp_pct}%×最大生命值</font> 点护盾，承受伤害 <font color='#83d18a'>-{dmg_pct}%</font> ，持续 <font color='#83d18a'>{dur}</font> 秒 <font color='#8e8e8e'>（CD: {cd} 秒，阵亡时刷新）</font> 。,"Losing <font color='#83d18a'>{pct}%</font> max HP within <font color='#83d18a'>{time}</font>s grants <font color='#83d18a'>{hp_pct}% max HP</font> Shield and <font color='#83d18a'>-{dmg_pct}%</font> damage taken for <font color='#83d18a'>{dur}</font>s <font color='#8e8e8e'>(CD: {cd}s, resets on death)</font>.","Потеря <font color='#83d18a'>{pct}%</font> макс. ОЗ за <font color='#83d18a'>{time}</font> сек. дает щит <font color='#83d18a'>{hp_pct}% от макс. ОЗ</font> и <font color='#83d18a'>-{dmg_pct}%</font> урона на <font color='#83d18a'>{dur}</font> сек. <font color='#8e8e8e'>(КД: {cd} сек., сброс при смерти)</font>."
bless_10156_desc_short,会心一击几率 <font color='#83d18a'>+{hxgjgl}%</font> ，会心一击伤害+{hxgjbl}% <font color='#8e8e8e'>（会心一击基础效果：攻击可以触发会心一击，触发时额外造成 100% 伤害，不包括触发类伤害）</font> 。,"Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font>, Critical Strike Damage +{hxgjbl}% <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>.","Шанс критического удара <font color='#83d18a'>+{hxgjgl}%</font>, урон от критического удара +{hxgjbl}% <font color='#8e8e8e'>(Базовый эффект критического удара: при срабатывании наносит 100% дополнительного урона от атаки)</font>."
bless_10157_desc_short,技能也可以触发会心一击，会心一击几率 <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>（会心一击基础效果：攻击可以触发会心一击，触发时额外造成 100% 伤害，不包括触发类伤害）</font> 。,"Abilities can also trigger Critical Strike, Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>.","Способности также могут наносить критический удар, шанс критического удара <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>(Базовый эффект критического удара: при срабатывании наносит 100% дополнительного урона от атаки)</font>."
bless_10158_desc_short,会心一击几率 <font color='#83d18a'>+{hxgjgl}%</font> ，触发会心一击时，快速攻击一次 <font color='#8e8e8e'>（会心一击基础效果：攻击可以触发会心一击，触发时额外造成 100% 伤害，不包括触发类伤害）</font> 。,"Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font>, triggers a quick attack when a Critical Strike occurs (Attack Speed +490 before the next attack) <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>.","Шанс критического удара <font color='#83d18a'>+{hxgjgl}%</font>, при срабатывании совершает одну быструю атаку (скорость атаки +490 до следующего удара) <font color='#8e8e8e'>(Базовый эффект критического удара: при срабатывании наносит 100% дополнительного урона от атаки)</font>."
bless_10159_desc_short,会心一击几率 <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>（会心一击基础效果：攻击可以触发会心一击，触发时额外造成 100% 伤害，不包括触发类伤害）</font> 。,Critical Strike Chance <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>(Critical Strike Base Effect: Deals 100% bonus attack damage when a Critical Strike triggers)</font>.,Шанс критического удара <font color='#83d18a'>+{hxgjgl}%</font> <font color='#8e8e8e'>(Базовый эффект критического удара: при срабатывании наносит 100% дополнительного урона от атаки)</font>.
bless_10160_desc_short,攻击敌人时，使其护甲 <font color='#83d18a'>-{armor}</font> ，持续 <font color='#83d18a'>{dur}</font> 秒,Attacking enemies reduces their Armor by <font color='#83d18a'>{armor}</font> for <font color='#83d18a'>{dur}</font> seconds.,Атаки по врагам снижают их броню на <font color='#83d18a'>{armor}</font> на <font color='#83d18a'>{dur}</font> сек.
bless_10161_desc_short,每秒对 <font color='#83d18a'>{radius}</font> 码内敌人施加 <font color='#83d18a'>1</font> 层侵蚀，每层侵蚀使其护甲 <font color='#83d18a'>-{armor}</font> ，魔法抗性 <font color='#83d18a'>-{magic_resist}%</font> ，最多 <font color='#83d18a'>{max_stack}</font> 层。,"Apply <font color='#83d18a'>1</font> stack of Erosion to enemies within <font color='#83d18a'>{radius}</font> range every sec. Each stack: Armor <font color='#83d18a'>-{armor}</font>, Magic Resist <font color='#83d18a'>-{magic_resist}%</font>, max {max_stack} stacks.","Каждую сек. накладывает <font color='#83d18a'>1</font> стак Эрозии на врагов в радиусе <font color='#83d18a'>{radius}</font>. Стак: броня <font color='#83d18a'>-{armor}</font>, сопр. магии <font color='#83d18a'>-{magic_resist}%</font>, макс. {max_stack} стаков."
bless_10162_desc_short,攻击施加 <font color='#83d18a'>1</font> 层流血，每层流血每秒对敌人造成 <font color='#83d18a'>{pct}%×攻击力</font> 的物理伤害，最多 <font color='#83d18a'>{max}</font> 层，持续 <font color='#83d18a'>{dur}</font> 秒。,"Attacks apply <font color='#83d18a'>1</font> stack of Bleed. Each stack: <font color='#83d18a'>{pct}% ATK</font> Physical DMG/sec, max <font color='#83d18a'>{max}</font> stacks, for <font color='#83d18a'>{dur}</font>s.","Атаки накладывают <font color='#83d18a'>1</font> стак Кровотечения. Стак: <font color='#83d18a'>{pct}% атаки</font> физ. урона в сек., макс. <font color='#83d18a'>{max}</font> стаков, на <font color='#83d18a'>{dur}</font> сек."
