--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 16fdfbc · 2026-08-07 21:47:55 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"Schinese"
	"Tokens"
	{
		//schinese/ability.vdf
		"DOTA_Tooltip_ability_ursa_talent"		"怒意狂击"
		"PeakScore5_12"		"当场对局如出现早退，则早退的玩家当场赛事积分按照第八名记分。"
		"PeakScore5_13"		"晋级规则"
		"PeakScore5_at_3"		"参赛名单"
		"PeakScore5_t_6"		"1、名单公示"
		"PeakScore5_t_7"		"2、名单说明"
		"PeakScore5_16"		"我们将于7月14日20点前公示初赛名单，届时您可通过【活动】-【S10巅峰赛】进行查看！"
		"PeakScore5_17"		"本次巅峰赛初赛选手通过以下三种方式组成：<br>1.报名积分赛赛区排名前48名；<br>2.官方直邀S8巅峰赛全服排名前8名；<br>3.官方直邀资深玩家8名！<br><font class='GameplayValues'>*如官方直邀名额释放，则对应赛区排名顺延！</font>"
		"PeakScore5_at_4"		"注意事项"
		"PeakScore5_18"		"1、通过【巅峰竞技场】完成对局可获得赛事积分及天梯奖杯，其中对局胜利则天梯奖杯有部分加成，具体加成情况可参考每场积分规则；"
		"PeakScore5_19"		"2、【巅峰竞技场】每场对局需为执政官及以上段位选手参与，如当场对局出现1名以上非执政官玩家，则当场次对局将被计算为流局，不获得比赛积分；<br><font class='GameplayValues'>*执政官段位以下的玩家在巅峰竞技场对局将无法获得比赛积分及天梯奖杯，请知悉！</font>"
		"PeakScore5_20"		"3、【巅峰竞技场】中使用【奖杯卡】及【保杯卡】可对天梯奖杯生效，对赛事积分无效！"
		"PeakScore5_list_1"		"积分区间"
		"PeakScore5_list_2"		"当场排名"
		"RankScore"		"天梯分"
		"Peak_Arena"		"巅峰积分赛"
		"Peak_Arena_Enter"		"参与巅峰积分赛"
		"PeakScoreSchedule"		"开放时间"
		"Activity_nezha51"		"圣童降临"
		"Activity_nezha51_infodesc"		"<font color='#ffe791'>至宝奖励：</font><br>【英雄皮肤】哪吒三太子、【信使】圣童<br><br><font color='#ffe791'>传奇奖励：</font><br>祈愿自选宝箱<br><br><font color='#ffe791'>史诗奖励：</font><br>【名片背景-石鳞剑士-哪吒三太子】<br>【头像框-石鳞剑士-哪吒三太子】涅槃<br>【英雄表情-石鳞剑士-哪吒三太子】得意、嘲讽<br><br>【英雄表情-瘟疫法师-亡语暮歌】不过如此、无语<br>【英雄表情-混沌骑士-恶灵骑士】汗颜、拒绝<br>【头像框-混沌骑士-恶灵骑士】怒火轰鸣<br>【英雄表情-痛苦女王-链舞魅后】宕机、呃~~~<br>【头像框-痛苦女王-链舞魅后】小恶魔<br>【名片背景-痛苦女王-链舞魅后】荆棘蔷薇<br>【名片装饰-痛苦女王-链舞魅后】紫魅王后<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-石鳞剑士-哪吒三太子】准备、无语、难过<br>【英雄表情-瘟疫法师-亡语暮歌】准备、难过、嘲讽<br>【英雄表情-混沌骑士-恶灵骑士】准备、爱、嘲讽<br>【英雄表情-痛苦女王-链舞魅后】准备、哭闹、恼火<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】砸雪球20个<br>【交互品】放烟花20个<br>【交互品】踢足球20个<br>【交互品】点爆竹20个<br><br><font color='#ffe791'>祈愿自选宝箱：使用宝箱后以下奖励任选其一<br><br>【瘟疫法师皮肤】亡语暮歌<br>【混沌骑士皮肤】恶灵骑士<br>【痛苦女王】链舞魅后<br>【兑换币】还愿之翼*200<br>"
		"Activity_nezha51_poolchance"		"<font color='#ffe791'>常规抽祈愿概率：</font><br>至宝-0.05%<br>传奇-0.2%<br>史诗-2%<br>稀有-16%<br>普通-81.75%<br><font color='#ffe791'><br><font color='#ffe791'>特定召唤概率：</font><br>第100次祈愿：至宝-0.05%，传奇-99.95%，史诗-0%，稀有-0%，普通0%<br>第250次祈愿：至宝-100%，传奇-0%，史诗-0%，稀有-0%，普通0%<br><br><font color='#ffe791'>保底规则：</font><br>稀有奖品30次祈愿保底；至宝奖品250次祈愿保底，出现至宝奖品后重置保底次数。<br><br><font color='#ffe791'>双至宝奖池：</font><br>若连续抽到相同的至宝奖品2次，则第3次一定为另一个至宝奖励。"
		"Activity_meiji"		"幽夜媚姬"
		"Activity_nianshou"		"赤焰金麟"
		"Activity_samo"		"萨摩武士"
		"Activity_caijue"		"赤翼裁决者"
		"Activity_linji"		"雪灵幻姬"
		"Activity_miao"		"诱惑之喵"
		"Activity_emo"		"恶魔魅惑"
		"Activity_nezha51_chanceup"		"剩余{d:count}抽必出<font color='#ff8d8d'>至宝</font>"
		"Activity_LabourDay25"		"元气满满"
		"Activity_LabourDay25_amounts"		"元气金币数量: "
		"Activity_LabourDay25_exchange"		"元气金币兑换"
		"Activity_LabourDay25_infodesc"		"活动期间对局当中的稀有技能和传奇技能有概率变成<font color='#ffe791'>福卡技能</font>，购买<font color='#ffe791'>福卡技能</font>后会获得元气金币。<br><br><font color='#ff6965'>元气金币每周有获取数量上限，达到上限后购买福卡技能不会再获得元气金币。</font>"
		"Activity_LabourDay25_DropCount"		"每周元气金币掉落上限：{d:count}/{d:target}"
		"DesignatedPlayer"		"指定玩家"
		"SectWeekBan"		"无流派<font color='#fed277'>周禁用</font>的英雄<br><br>上周无流派英雄中禁用次数最多的英雄。<font color='#fed277'>每周一凌晨0点刷新</font>"
		"SectRandomBan"		"无流派<font color='#8bb9d2'>随机禁用</font>的英雄<br><br>每局随机禁用的无流派英雄"
		"RankTitle_0"		"传说"
		"RankMedal_0_Description"		"前{d:rank}"
		"Rookie_Known"		"我明白了"
		"RookieV2_hero_ban"		"大人，当前为禁用英雄阶段，显示本场对局中所有可出现的英雄，包括未拥有的英雄。最多可选4个英雄进行投票禁用"
		"RookieV2_hero_ban_confirm"		"确定所选英雄禁用"
		"RookieV2_hero_selection"		"大人，作为您的新手小参谋，我<font color='#fff786'>推荐</font>您选择这位英雄"
		"RookieV2_rune_task"		"大人，我<font color='#fff786'>推荐</font>您选择这个太虚试炼，完成太虚试炼后可选择天陨烬，进行特殊强化哦"
		"RookieV2_rune_task_confirm"		"确认选择该太虚试炼"
		"RookieV2_ability_card_buy"		"大人，流派技能可强化英雄能力，点击购买一张试试吧！"
		"RookieV2_ability_card_sect"		"技能所属流派"
		"RookieV2_ability_card_rarity"		"技能卡背景颜色代表稀有度，<font color='#4698df'>蓝色</font>为普通，<font color='#aa46df'>紫色</font>为稀有，<font color='#f5ca64'>金色</font>为传说"
		"RookieV2_ability_card_effect"		"技能效果的描述"
		"RookieV2_ability_card_cost"		"购买所需金币"
		"RookieV2_hero_attribute"		"自身属性面板，鼠标可移动至该区域查看详细属性"
		"RookieV2_hero_attribute_enemy"		"对战时显示敌方属性"
		"RookieV2_shop_refresh"		"点击<font color='#fff786'>刷新</font>按钮，可消耗金币刷新技能伤害"
		"RookieV2_shop_random"		"点击<font color='#fff786'>随机</font>按钮，可消耗金币获得一张随机流派技能，同时刷新技能商店"
		"RookieV2_shop_lock"		"如果商店有想要的技能，但暂时不想购买，可以点击<font color='#fff786'>锁定</font>按钮，锁定后的技能商店不会在下回合自动刷新掉。"
		"RookieV2_shop_ready"		"如果您本回合筹划完毕，请点击<font color='#fff786'>准备</font>，通知其他选手。"
		"RookieV2_shop_chance"		"这是当前技能商店出现的技能卡<font color='#fff786'>稀有度概率</font>"
		"RookieV2_gold_interest"		"战斗金币有<font color='#fff786'>利息</font>，每{Enum:GOLD_INTEREST_CONFIG.Rate}金币获得{Enum:GOLD_INTEREST_CONFIG.Gold}金币利息，上限{Enum:GOLD_INTEREST_CONFIG.Max}。"
		"RookieV2_artifact_pick"		"每场游戏{Enum:ARTIFACT_ROUND.1}/{Enum:ARTIFACT_ROUND.2}/{Enum:ARTIFACT_ROUND.3}回合可选择一件神器，本局我<font color='#fff786'>推荐</font>您选择该神器"
		"RookieV2_equipment_pick"		"每场游戏{Enum:NEUTRAL_ROUND.1}/{Enum:NEUTRAL_ROUND.2}/{Enum:NEUTRAL_ROUND.3}野怪回合结束后可选择一件装备，本局我<font color='#fff786'>推荐</font>您选择该装备"
		"RookieV2_talent_pick_button"		"大人，<font color='#fff786'>点击</font>此按钮可以学习英雄天赋，英雄达到{Enum:TALENT_REQUIRE_LEVEL.1}/{Enum:TALENT_REQUIRE_LEVEL.2}/{Enum:TALENT_REQUIRE_LEVEL.3}级时可解锁英雄天赋"
		"RookieV2_talent_pick"		"大人，我<font color='#fff786'>推荐</font>您选择该天赋"
		"RookieV2_rune_task2"		"{Enum:RUNE_TASK_ROUNDS.2}开始时也会进行一次太虚试炼，<font color='#fff786'>推荐</font>您选择这个太虚试炼"
		"RookieV2_rune_task2_confirm"		"确认选择该太虚试炼"
		"RookieV2_trait_pick_button"		"大人，<font color='#fff786'>点击</font>此按钮可以选择天陨烬，进行特殊强化哦"
		"RookieV2_trait_pick"		"大人，我<font color='#fff786'>推荐</font>您选择该天陨烬"
		"RookieV2_trait_pick_confirm"		"确认选择该天陨烬"
		"RookieV2_card_effect_1"		"<font color='#fff786'>神符</font>固定在商店最右侧栏位出现。1~10回合每<font color='#fff786'>3</font>次商店刷新出现1次神符，10回合后每<font color='#fff786'>2</font>次商店刷新出现1次神符"
		"RookieV2_card_effect_buy"		"每回合限购一次<font color='#fff786'>神符</font>，每回合购买过1次后不再刷新神符。可根据当前战况选择是否购买神符"
		"Rookie_Sect_title"		"流派触发顺序"
		"Rookie_sect_attack"		"以普通攻击为主的流派，输出与攻击力、攻击速度相关"
		"Rookie_sect_wisp"		"以守卫为主的流派，与守卫存活时间、守卫触发效果相关"
		"Rookie_sect_ulti"		"以大招为主的流派，与回蓝速度和大招增强相关"
		"Rookie_sect_regen"		"提升续航能力，可触发后续大部分流派效果，是触发流的主要的触发方式"
		"Rookie_sect_health"		"提升生存能力，根据已损失的生命值间隔触发流派效果，是英雄都可以学习的流派"
		"Rookie_sect_crit"		"提升物理伤害，可获取“魔法暴击”技能提升魔法伤害，也是主要的触发流的触发方式"
		"Rookie_sect_evade"		"减少物理伤害，可获取“魔法闪避”技能降低魔法伤害"
		"Rookie_sect_shield"		"减少物理、魔法、流失伤害，与易伤流互相抵消"
		"Rookie_sect_injury"		"增加物理、魔法、流失伤害，与护盾流互相抵消"
		"Rookie_sect_ice"		"施加寒霜层数以降低敌方攻速和魔法回复速度，根据寒霜层数造成伤害，是触发流的流向之一"
		"Rookie_sect_fury"		"获得怒火层数以增加自身攻速和魔法回复速度，根据怒火层数造成伤害，是触发流的流向之一"
		"Rookie_sect_poison"		"造成中毒伤害，是中毒间隔与流派等级和技能相关"
		"Rookie_sect_chaos"		"根据获得混沌点造成伤害，是成长型流派"
		"Rookie_sect_none"		"无固定流派，任意对局都可以选择，根据当局对战环境进行不同发展方向"
		"Popup_PlayerQuestionnaire"		"满意度调查"
		"Popup_PlayerQuestionnaire_Main"		"亲爱的斗友，感谢您体验我们的最新版本！<br>请用10秒时间为当前版本评分，让我们了解您的真实感受！"
		"Popup_PlayerQuestionnaire_Thank"		"提交成功！感谢您的反馈"
		"questionnaire_multiple"		"(多选)"
		"Activity_duanwu"		"圣斗士集结"
		"Activity_duanwu_infodesc"		"<font color='#ffe791'>传奇奖励：</font><br>圣斗士系列自选宝箱<br><br><font color='#ffe791'>史诗奖励：</font><br>【名片背景-卓尔游侠】射手星辰<br>【名片装饰-卓尔游侠】黄金射手<br>【头像框-卓尔游侠】射手座<br>【英雄表情-卓尔游侠】不过如此、无语<br><br>【头像框-宙斯】雷电皇冠<br>【名片背景-宙斯】神界<br>【名片装饰-宙斯】雷神<br>【英雄表情-宙斯】不过如此、无语<br>【头像框-幻影刺客】双鱼座<br>【名片背景-幻影刺客】双鱼星辰<br>【名片装饰-幻影刺客】双鱼玫瑰<br>【英雄表情-幻影刺客-双鱼圣斗士】不过如此、无语<br>【英雄表情-幻影刺客-双鱼冥斗士】不过如此、无语<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-卓尔游侠】准备、难过、嘲讽<br>【英雄表情-宙斯】准备、难过、嘲讽<br>【英雄表情-幻影刺客-双鱼圣斗士】准备、难过、嘲讽<br>【英雄表情-幻影刺客-双鱼冥斗士】准备、难过、嘲讽<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】烟花10个<br>【兑换币】梦灵珠1-2枚<br><br><font color='#ffe791'>圣斗士系列自选宝箱：使用宝箱后以下奖励任选其一<br><br>【卓尔游侠皮肤】辉光星尘<br>【宙斯皮肤】雷霆之力<br>【幻影刺客】双鱼圣斗士<br>【幻影刺客】双鱼冥斗士<br>【兑换币】梦灵珠*100<br>"
		"Activity_duanwu_poolchance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-0.5%<br>史诗-4%<br>稀有-12%<br>普通-83.5%<br><font color='#ffe791'>保底规则：</font><br>传奇奖品<b>100</b>抽保底，史诗奖品<b>30</b>抽保底，稀有奖品<b>10</b>抽保底<br><font color='#ffe791'>幸运值：</font><br>参与抽奖可以累计幸运值，幸运值越高越容易出现高品质的奖励。过往的累计抽奖次数已转换为对应的幸运值。<br>期间抽出传奇奖品，则消耗掉当前幸运值。"
		"elvesdance_activity_infodesc_7009"		"完成森精之舞活动任务，获得奖励和积分。<br>达成累计积分可在任务上方进度条领取额外奖品<br>达到30积分可领取【信使】小蘑菇<br>持续时间结束后无法完成任务"
		"HeroContributor"		"玩家投稿: <font color='#ffffff'>{s:name}</font>"
		"RookieCountdown"		"点击关闭({d:time}s)"
		"Activity_arena"		"战神竞技场"
		"Activity_arena_countdown1"		"活动开启倒计时"
		"Activity_arena_countdown2"		"活动结束倒计时"
		"Activity_arena_countdown3"		"任务结束倒计时"
		"activity_invalid_time"		"活动未开启"
		"Activity_arena_sidebar_title"		"战神竞技场"
		"Activity_arena_settlement"		"战神竞技场奖励"
		"Activity_arena_rank_title"		"战神榜"
		"Activity_arena_rank_progress"		"完成挑战次数"
		"Activity_arena_infodesc"		"周六(UTC+8)18:00至24:00期间，开启战神竞技场购买门票在天梯模式下即可参与!<br>购买门票后6小时内依次完成挑战后获得奖品!完成的挑战越多，奖品越丰厚!<br>有3次未达到前4名时结算挑战，根据最后完成的挑战结算奖励<br><font color='red'>可提前10分钟购买门票，购买门票的该局游戏不计入挑战</font>"
		"Activity_arena_1"		"完成挑战，最多获得"
		"Activity_arena_tokenaccess"		"购买门票"
		"Activity_arena_tasktitle"		"战神挑战"
		"Activity_arena_task_condition"		"完成当前任务解锁下一个任务"
		"Activity_arena_not_activated"		"未开启挑战"
		"Activity_arena_not_activated2"		"已购买门票，活动未开始"
		"Activity_arena_task0"		"未达到前四名"
		"Activity_arena_task1"		"达到前四名"
		"Activity_arena_task2"		"达到前三名"
		"Activity_arena_task3"		"达到第一名"
		"Activity_arena_Bubble1"		"<font color='#ffe591'>战神竞技场</font>活动已开始<br>立即参入战神竞技场吧"
		"Activity_arena_Bubble2"		"<font color='#ffe591'>战神竞技场</font>即将开始<br>可提前购买入场券"
		"countdown_hour"		"{hour}时{min}分{sec}秒"
		"countdown_min"		"{min}分{sec}秒"
		"sec"		"秒"
		"day"		"天"
		"hour"		"时"
		"min"		"分"
		"Activity_jianhao"		"海贼猎人"
		"Activity_jianhao_infodesc"		"<font color='#ffe791'>至宝奖励：</font><br>【英雄皮肤】海贼猎人<br><br><font color='#ffe791'>传奇奖励：</font><br>【传送特效】剑归游龙、【攻击特效】修罗斩<br><br><font color='#ffe791'>史诗奖励：</font><br>【名片背景】海贼船<br>【头像框】剑之意<br>【英雄表情-凯】得意、嘲讽<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-凯】准备、无语、难过<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】砸雪球20个<br>【交互品】放烟花20个<br>【交互品】踢足球20个<br>【交互品】点爆竹20个<br><br>"
